"Código do Produto","Código do Tipo","Código da Apresentação","Código do Sabor","Valor da Caixa"
"LF.C04.0162-8","LF","C04","0162-8",124.51
"LF.C04.0163-7","LF","C04","0163-7",75.15
"LF.C04.0164-6","LF","C04","0164-6",125.84
"LF.C04.0165-5","LF","C04","0165-5",38.42
"LF.C04.0166-4","LF","C04","0166-4",78.39
"LF.C04.0167-3","LF","C04","0167-3",125.99
"LF.C04.0168-2","LF","C04","0168-2",64.84
"LF.C04.0169-1","LF","C04","0169-1",40.43
"LF.C04.0170-0","LF","C04","0170-0",113.69
"LF.C04.0171-8","LF","C04","0171-8",123.08
"LF.C04.0172-7","LF","C04","0172-7",127.99
"LF.C04.0173-6","LF","C04","0173-6",97.15
"LF.C04.0174-5","LF","C04","0174-5",77.68
"LF.C04.0175-4","LF","C04","0175-4",125.57
"LF.C04.0176-3","LF","C04","0176-3",37.90
"LF.C04.0177-2","LF","C04","0177-2",43.63
"LF.C04.0178-1","LF","C04","0178-1",36.54
"LF.C04.0179-0","LF","C04","0179-0",118.72
"LF.C04.0180-8","LF","C04","0180-8",49.73
"LF.C04.0181-7","LF","C04","0181-7",69.77
"LF.C04.0182-6","LF","C04","0182-6",109.69
"LF.C04.0183-5","LF","C04","0183-5",123.02
"LF.C04.0184-4","LF","C04","0184-4",103.70
"LF.C04.0185-3","LF","C04","0185-3",102.02
"LF.C04.0186-2","LF","C04","0186-2",48.74
"LF.C04.0187-1","LF","C04","0187-1",64.77
"LF.C04.0188-0","LF","C04","0188-0",68.04
"LF.C04.0189-8","LF","C04","0189-8",76.94
"LF.C04.0190-7","LF","C04","0190-7",97.54
"LF.C04.0191-6","LF","C04","0191-6",123.36
"LF.C04.0192-5","LF","C04","0192-5",61.44
"LF.C04.0193-4","LF","C04","0193-4",121.62
"LF.C04.0194-3","LF","C04","0194-3",112.90
"LF.C04.0195-2","LF","C04","0195-2",82.75
"LF.C04.0196-1","LF","C04","0196-1",73.65
"LF.C04.0197-0","LF","C04","0197-0",118.03
"LF.C05.0001-7","LF","C05","0001-7",124.94
"LF.C05.0002-6","LF","C05","0002-6",129.02
"LF.C05.0003-5","LF","C05","0003-5",44.46
"LF.C05.0004-4","LF","C05","0004-4",114.67
"LF.C05.0005-3","LF","C05","0005-3",68.74
"LF.C05.0006-2","LF","C05","0006-2",46.38
"LF.C05.0007-1","LF","C05","0007-1",99.77
"LF.C05.0008-0","LF","C05","0008-0",47.23
"LF.C05.0009-8","LF","C05","0009-8",47.92
"LF.C05.0010-7","LF","C05","0010-7",42.91
"LF.C05.0011-6","LF","C05","0011-6",42.29
"LF.C05.0012-5","LF","C05","0012-5",74.44
"LF.C05.0013-4","LF","C05","0013-4",63.08
"LF.C05.0014-3","LF","C05","0014-3",120.82
"LF.C05.0015-2","LF","C05","0015-2",87.32
"LF.C05.0016-1","LF","C05","0016-1",52.41
"LF.C05.0017-0","LF","C05","0017-0",117.47
"LF.C05.0018-8","LF","C05","0018-8",109.22
"LF.C05.0019-7","LF","C05","0019-7",49.43
"LF.C05.0020-6","LF","C05","0020-6",69.11
"LF.C05.0021-5","LF","C05","0021-5",71.46
"LF.C05.0022-4","LF","C05","0022-4",56.97
"LF.C05.0023-3","LF","C05","0023-3",69.47
"LF.C05.0024-2","LF","C05","0024-2",93.00
"LF.C05.0025-1","LF","C05","0025-1",66.16
"LF.C05.0026-0","LF","C05","0026-0",110.09
"LF.C05.0027-8","LF","C05","0027-8",82.80
"LF.C05.0028-7","LF","C05","0028-7",121.90
"LF.C05.0029-6","LF","C05","0029-6",44.86
"LF.C05.0030-5","LF","C05","0030-5",64.11
"LF.C05.0031-4","LF","C05","0031-4",78.69
"LF.C05.0032-3","LF","C05","0032-3",72.25
"LF.C05.0033-2","LF","C05","0033-2",70.48
"LF.C05.0034-1","LF","C05","0034-1",86.45
"LF.C05.0035-0","LF","C05","0035-0",82.41
"LF.C05.0036-8","LF","C05","0036-8",94.71
"LF.C05.0037-7","LF","C05","0037-7",119.59
"LF.C05.0038-6","LF","C05","0038-6",105.90
"LF.C05.0039-5","LF","C05","0039-5",105.76
"LF.C05.0040-4","LF","C05","0040-4",35.94
"LF.C05.0041-3","LF","C05","0041-3",63.75
"LF.C05.0042-2","LF","C05","0042-2",37.01
"LF.C05.0043-1","LF","C05","0043-1",59.01
"LF.C05.0044-0","LF","C05","0044-0",91.24
"LF.C05.0045-8","LF","C05","0045-8",97.30
"LF.C05.0046-7","LF","C05","0046-7",62.90
"LF.C05.0047-6","LF","C05","0047-6",121.66
"LF.C05.0048-5","LF","C05","0048-5",109.42
"LF.C05.0049-4","LF","C05","0049-4",87.08
"LF.C05.0050-3","LF","C05","0050-3",91.49
"LF.C05.0051-2","LF","C05","0051-2",91.81
"LF.C05.0052-1","LF","C05","0052-1",105.35
"LF.C05.0053-0","LF","C05","0053-0",80.14
"LF.C05.0054-8","LF","C05","0054-8",119.45
"LF.C05.0055-7","LF","C05","0055-7",42.31
"LF.C05.0056-6","LF","C05","0056-6",108.09
"LF.C05.0057-5","LF","C05","0057-5",109.41
"LF.C05.0058-4","LF","C05","0058-4",124.50
"LF.C05.0059-3","LF","C05","0059-3",103.27
"LF.C05.0060-2","LF","C05","0060-2",111.91
"LF.C05.0061-1","LF","C05","0061-1",95.55
"LF.C05.0062-0","LF","C05","0062-0",91.65
"LF.C05.0063-8","LF","C05","0063-8",124.68
"LF.C05.0064-7","LF","C05","0064-7",73.88
"LF.C05.0065-6","LF","C05","0065-6",69.47
"LF.C05.0066-5","LF","C05","0066-5",44.89
"LF.C05.0067-4","LF","C05","0067-4",35.07
"LF.C05.0068-3","LF","C05","0068-3",38.25
"LF.C05.0069-2","LF","C05","0069-2",90.65
"LF.C05.0070-1","LF","C05","0070-1",37.84
"LF.C05.0071-0","LF","C05","0071-0",69.95
"LF.C05.0072-8","LF","C05","0072-8",71.35
"LF.C05.0073-7","LF","C05","0073-7",42.10
"LF.C05.0074-6","LF","C05","0074-6",38.35
"LF.C05.0075-5","LF","C05","0075-5",92.57
"LF.C05.0076-4","LF","C05","0076-4",64.24
"LF.C05.0077-3","LF","C05","0077-3",126.04
"LF.C05.0078-2","LF","C05","0078-2",70.93
"LF.C05.0079-1","LF","C05","0079-1",103.90
"LF.C05.0080-0","LF","C05","0080-0",94.32
"LF.C05.0081-8","LF","C05","0081-8",72.56
"LF.C05.0082-7","LF","C05","0082-7",81.63
"LF.C05.0083-6","LF","C05","0083-6",92.00
"LF.C05.0084-5","LF","C05","0084-5",60.99
"LF.C05.0085-4","LF","C05","0085-4",51.43
"LF.C05.0086-3","LF","C05","0086-3",47.78
"LF.C05.0087-2","LF","C05","0087-2",111.18
"LF.C05.0088-1","LF","C05","0088-1",84.77
"LF.C05.0089-0","LF","C05","0089-0",57.78
"LF.C05.0090-8","LF","C05","0090-8",105.55
"LF.C05.0091-7","LF","C05","0091-7",38.89
"LF.C05.0092-6","LF","C05","0092-6",78.63
"LF.C05.0093-5","LF","C05","0093-5",49.72
"LF.C05.0094-4","LF","C05","0094-4",38.00
"LF.C05.0095-3","LF","C05","0095-3",55.26
"LF.C05.0096-2","LF","C05","0096-2",119.39
"LF.C05.0097-1","LF","C05","0097-1",97.91
"LF.C05.0098-0","LF","C05","0098-0",115.43
"LF.C05.0099-8","LF","C05","0099-8",64.05
"LF.C05.0100-7","LF","C05","0100-7",96.95
"LF.C05.0101-6","LF","C05","0101-6",85.43
"LF.C05.0102-5","LF","C05","0102-5",36.70
"LF.C05.0103-4","LF","C05","0103-4",40.50
"LF.C05.0104-3","LF","C05","0104-3",117.25
"LF.C05.0105-2","LF","C05","0105-2",77.01
"LF.C05.0106-1","LF","C05","0106-1",125.63
"LF.C05.0107-0","LF","C05","0107-0",101.15
"LF.C05.0108-8","LF","C05","0108-8",50.52
"LF.C05.0109-7","LF","C05","0109-7",102.50
"LF.C05.0110-6","LF","C05","0110-6",107.26
"LF.C05.0111-5","LF","C05","0111-5",120.59
"LF.C05.0112-4","LF","C05","0112-4",113.76
"LF.C05.0113-3","LF","C05","0113-3",95.36
"LF.C05.0114-2","LF","C05","0114-2",53.30
"LF.C05.0115-1","LF","C05","0115-1",110.04
"LF.C05.0116-0","LF","C05","0116-0",75.36
"LF.C05.0117-8","LF","C05","0117-8",47.03
"LF.C05.0118-7","LF","C05","0118-7",111.84
"LF.C05.0119-6","LF","C05","0119-6",101.58
"LF.C05.0120-5","LF","C05","0120-5",110.41
"LF.C05.0121-4","LF","C05","0121-4",101.98
"LF.C05.0122-3","LF","C05","0122-3",100.55
"LF.C05.0123-2","LF","C05","0123-2",106.01
"LF.C05.0124-1","LF","C05","0124-1",110.43
"LF.C05.0125-0","LF","C05","0125-0",115.18
"LF.C05.0126-8","LF","C05","0126-8",44.23
"LF.C05.0127-7","LF","C05","0127-7",56.65
"LF.C05.0128-6","LF","C05","0128-6",43.80
"LF.C05.0129-5","LF","C05","0129-5",46.88
"LF.C05.0130-4","LF","C05","0130-4",88.78
"LF.C05.0131-3","LF","C05","0131-3",86.79
"LF.C05.0132-2","LF","C05","0132-2",105.42
"LF.C05.0133-1","LF","C05","0133-1",56.59
"LF.C05.0134-0","LF","C05","0134-0",87.27
"LF.C05.0135-8","LF","C05","0135-8",98.99
"LF.C05.0136-7","LF","C05","0136-7",128.19
"LF.C05.0137-6","LF","C05","0137-6",60.67
"LF.C05.0138-5","LF","C05","0138-5",52.34
"LF.C05.0139-4","LF","C05","0139-4",54.34
"LF.C05.0140-3","LF","C05","0140-3",47.60
"LF.C05.0141-2","LF","C05","0141-2",118.89
"LF.C05.0142-1","LF","C05","0142-1",129.29
"LF.C05.0143-0","LF","C05","0143-0",41.94
"LF.C05.0144-8","LF","C05","0144-8",118.52
"LF.C05.0145-7","LF","C05","0145-7",114.42
"LF.C05.0146-6","LF","C05","0146-6",69.08
"LF.C05.0147-5","LF","C05","0147-5",113.34
"LF.C05.0148-4","LF","C05","0148-4",76.68
"LF.C05.0149-3","LF","C05","0149-3",100.02
"LF.C05.0150-2","LF","C05","0150-2",35.91
"LF.C05.0151-1","LF","C05","0151-1",72.80
"LF.C05.0152-0","LF","C05","0152-0",87.03
"LF.C05.0153-8","LF","C05","0153-8",104.58
"LF.C05.0154-7","LF","C05","0154-7",125.09
"LF.C05.0155-6","LF","C05","0155-6",53.44
"LF.C05.0156-5","LF","C05","0156-5",56.18
"LF.C05.0157-4","LF","C05","0157-4",81.46
"LF.C05.0158-3","LF","C05","0158-3",53.98
"LF.C05.0159-2","LF","C05","0159-2",59.73
"LF.C05.0160-1","LF","C05","0160-1",46.89
"LF.C05.0161-0","LF","C05","0161-0",84.74
"LF.C05.0162-8","LF","C05","0162-8",125.77
"LF.C05.0163-7","LF","C05","0163-7",75.91
"LF.C05.0164-6","LF","C05","0164-6",127.11
"LF.C05.0165-5","LF","C05","0165-5",38.81
"LF.C05.0166-4","LF","C05","0166-4",79.18
"LF.C05.0167-3","LF","C05","0167-3",127.26
"LF.C05.0168-2","LF","C05","0168-2",65.50
"LF.C05.0169-1","LF","C05","0169-1",40.84
"LF.C05.0170-0","LF","C05","0170-0",114.84
"LF.C05.0171-8","LF","C05","0171-8",124.32
"LF.C05.0172-7","LF","C05","0172-7",129.28
"LF.C05.0173-6","LF","C05","0173-6",98.13
"LF.C05.0174-5","LF","C05","0174-5",78.46
"LF.C05.0175-4","LF","C05","0175-4",126.84
"LF.C05.0176-3","LF","C05","0176-3",38.28
"LF.C05.0177-2","LF","C05","0177-2",44.07
"LF.C05.0178-1","LF","C05","0178-1",36.91
"LF.C05.0179-0","LF","C05","0179-0",119.92
"LF.C05.0180-8","LF","C05","0180-8",50.23
"LF.C05.0181-7","LF","C05","0181-7",70.47
"LF.C05.0182-6","LF","C05","0182-6",110.80
"LF.C05.0183-5","LF","C05","0183-5",124.26
"LF.C05.0184-4","LF","C05","0184-4",104.75
"LF.C05.0185-3","LF","C05","0185-3",103.05
"LF.C05.0186-2","LF","C05","0186-2",49.23
"LF.C05.0187-1","LF","C05","0187-1",65.42
"LF.C05.0188-0","LF","C05","0188-0",68.73
"LF.C05.0189-8","LF","C05","0189-8",77.72
"LF.C05.0190-7","LF","C05","0190-7",98.53
"LF.C05.0191-6","LF","C05","0191-6",124.61
"LF.C05.0192-5","LF","C05","0192-5",62.06
"LF.C05.0193-4","LF","C05","0193-4",122.85
"LF.C05.0194-3","LF","C05","0194-3",114.04
"LF.C05.0195-2","LF","C05","0195-2",83.59
"LF.C05.0196-1","LF","C05","0196-1",74.39
"LF.C05.0197-0","LF","C05","0197-0",119.22
"LF.P01.0001-7","LF","P01","0001-7",124.94
"LF.P01.0002-6","LF","P01","0002-6",129.02
"LF.P01.0003-5","LF","P01","0003-5",44.46
"LF.P01.0004-4","LF","P01","0004-4",114.67
"LF.P01.0005-3","LF","P01","0005-3",68.74
"LF.P01.0006-2","LF","P01","0006-2",46.38
"LF.P01.0007-1","LF","P01","0007-1",99.77
"LF.P01.0008-0","LF","P01","0008-0",47.23
"LF.P01.0009-8","LF","P01","0009-8",47.92
"LF.P01.0010-7","LF","P01","0010-7",42.91
"LF.P01.0011-6","LF","P01","0011-6",42.29
"LF.P01.0012-5","LF","P01","0012-5",74.44
"LF.P01.0013-4","LF","P01","0013-4",63.08
"LF.P01.0014-3","LF","P01","0014-3",120.82
"LF.P01.0015-2","LF","P01","0015-2",87.32
"LF.P01.0016-1","LF","P01","0016-1",52.41
"LF.P01.0017-0","LF","P01","0017-0",117.47
"LF.P01.0018-8","LF","P01","0018-8",109.22
"LF.P01.0019-7","LF","P01","0019-7",49.43
"LF.P01.0020-6","LF","P01","0020-6",69.11
"LF.P01.0021-5","LF","P01","0021-5",71.46
"LF.P01.0022-4","LF","P01","0022-4",56.97
"LF.P01.0023-3","LF","P01","0023-3",69.47
"LF.P01.0024-2","LF","P01","0024-2",93.00
"LF.P01.0025-1","LF","P01","0025-1",66.16
"LF.P01.0026-0","LF","P01","0026-0",110.09
"LF.P01.0027-8","LF","P01","0027-8",82.80
"LF.P01.0028-7","LF","P01","0028-7",121.90
"LF.P01.0029-6","LF","P01","0029-6",44.86
"LF.P01.0030-5","LF","P01","0030-5",64.11
"LF.P01.0031-4","LF","P01","0031-4",78.69
"LF.P01.0032-3","LF","P01","0032-3",72.25
"LF.P01.0033-2","LF","P01","0033-2",70.48
"LF.P01.0034-1","LF","P01","0034-1",86.45
"LF.P01.0035-0","LF","P01","0035-0",82.41
"LF.P01.0036-8","LF","P01","0036-8",94.71
"LF.P01.0037-7","LF","P01","0037-7",119.59
"LF.P01.0038-6","LF","P01","0038-6",105.90
"LF.P01.0039-5","LF","P01","0039-5",105.76
"LF.P01.0040-4","LF","P01","0040-4",35.94
"LF.P01.0041-3","LF","P01","0041-3",63.75
"LF.P01.0042-2","LF","P01","0042-2",37.01
"LF.P01.0043-1","LF","P01","0043-1",59.01
"LF.P01.0044-0","LF","P01","0044-0",91.24
"LF.P01.0045-8","LF","P01","0045-8",97.30
"LF.P01.0046-7","LF","P01","0046-7",62.90
"LF.P01.0047-6","LF","P01","0047-6",121.66
"LF.P01.0048-5","LF","P01","0048-5",109.42
"LF.P01.0049-4","LF","P01","0049-4",87.08
"LF.P01.0050-3","LF","P01","0050-3",91.49
"LF.P01.0051-2","LF","P01","0051-2",91.81
"LF.P01.0052-1","LF","P01","0052-1",105.35
"LF.P01.0053-0","LF","P01","0053-0",80.14
"LF.P01.0054-8","LF","P01","0054-8",119.45
"LF.P01.0055-7","LF","P01","0055-7",42.31
"LF.P01.0056-6","LF","P01","0056-6",108.09
"LF.P01.0057-5","LF","P01","0057-5",109.41
"LF.P01.0058-4","LF","P01","0058-4",124.50
"LF.P01.0059-3","LF","P01","0059-3",103.27
"LF.P01.0060-2","LF","P01","0060-2",111.91
"LF.P01.0061-1","LF","P01","0061-1",95.55
"LF.P01.0062-0","LF","P01","0062-0",91.65
"LF.P01.0063-8","LF","P01","0063-8",124.68
"LF.P01.0064-7","LF","P01","0064-7",73.88
"LF.P01.0065-6","LF","P01","0065-6",69.47
"LF.P01.0066-5","LF","P01","0066-5",44.89
"LF.P01.0067-4","LF","P01","0067-4",35.07
"LF.P01.0068-3","LF","P01","0068-3",38.25
"LF.P01.0069-2","LF","P01","0069-2",90.65
"LF.P01.0070-1","LF","P01","0070-1",37.84
"LF.P01.0071-0","LF","P01","0071-0",69.95
"LF.P01.0072-8","LF","P01","0072-8",71.35
"LF.P01.0073-7","LF","P01","0073-7",42.10
"LF.P01.0074-6","LF","P01","0074-6",38.35
"LF.P01.0075-5","LF","P01","0075-5",92.57
"LF.P01.0076-4","LF","P01","0076-4",64.24
"LF.P01.0077-3","LF","P01","0077-3",126.04
"LF.P01.0078-2","LF","P01","0078-2",70.93
"LF.P01.0079-1","LF","P01","0079-1",103.90
"LF.P01.0080-0","LF","P01","0080-0",94.32
"LF.P01.0081-8","LF","P01","0081-8",72.56
"LF.P01.0082-7","LF","P01","0082-7",81.63
"LF.P01.0083-6","LF","P01","0083-6",92.00
"LF.P01.0084-5","LF","P01","0084-5",60.99
"LF.P01.0085-4","LF","P01","0085-4",51.43
"LF.P01.0086-3","LF","P01","0086-3",47.78
"LF.P01.0087-2","LF","P01","0087-2",111.18
"LF.P01.0088-1","LF","P01","0088-1",84.77
"LF.P01.0089-0","LF","P01","0089-0",57.78
"LF.P01.0090-8","LF","P01","0090-8",105.55
"LF.P01.0091-7","LF","P01","0091-7",38.89
"LF.P01.0092-6","LF","P01","0092-6",78.63
"LF.P01.0093-5","LF","P01","0093-5",49.72
"LF.P01.0094-4","LF","P01","0094-4",38.00
"LF.P01.0095-3","LF","P01","0095-3",55.26
"LF.P01.0096-2","LF","P01","0096-2",119.39
"LF.P01.0097-1","LF","P01","0097-1",97.91
"LF.P01.0098-0","LF","P01","0098-0",115.43
"LF.P01.0099-8","LF","P01","0099-8",64.05
"LF.P01.0100-7","LF","P01","0100-7",96.95
"LF.P01.0101-6","LF","P01","0101-6",85.43
"LF.P01.0102-5","LF","P01","0102-5",36.70
"LF.P01.0103-4","LF","P01","0103-4",40.50
"LF.P01.0104-3","LF","P01","0104-3",117.25
"LF.P01.0105-2","LF","P01","0105-2",77.01
"LF.P01.0106-1","LF","P01","0106-1",125.63
"LF.P01.0107-0","LF","P01","0107-0",101.15
"LF.P01.0108-8","LF","P01","0108-8",50.52
"LF.P01.0109-7","LF","P01","0109-7",102.50
"LF.P01.0110-6","LF","P01","0110-6",107.26
"LF.P01.0111-5","LF","P01","0111-5",120.59
"LF.P01.0112-4","LF","P01","0112-4",113.76
"LF.P01.0113-3","LF","P01","0113-3",95.36
"LF.P01.0114-2","LF","P01","0114-2",53.30
"LF.P01.0115-1","LF","P01","0115-1",110.04
"LF.P01.0116-0","LF","P01","0116-0",75.36
"LF.P01.0117-8","LF","P01","0117-8",47.03
"LF.P01.0118-7","LF","P01","0118-7",111.84
"LF.P01.0119-6","LF","P01","0119-6",101.58
"LF.P01.0120-5","LF","P01","0120-5",110.41
"LF.P01.0121-4","LF","P01","0121-4",101.98
"LF.P01.0122-3","LF","P01","0122-3",100.55
"LF.P01.0123-2","LF","P01","0123-2",106.01
"LF.P01.0124-1","LF","P01","0124-1",110.43
"LF.P01.0125-0","LF","P01","0125-0",115.18
"LF.P01.0126-8","LF","P01","0126-8",44.23
"LF.P01.0127-7","LF","P01","0127-7",56.65
"LF.P01.0128-6","LF","P01","0128-6",43.80
"LF.P01.0129-5","LF","P01","0129-5",46.88
"LF.P01.0130-4","LF","P01","0130-4",88.78
"LF.P01.0131-3","LF","P01","0131-3",86.79
"LF.P01.0132-2","LF","P01","0132-2",105.42
"LF.P01.0133-1","LF","P01","0133-1",56.59
"LF.P01.0134-0","LF","P01","0134-0",87.27
"LF.P01.0135-8","LF","P01","0135-8",98.99
"LF.P01.0136-7","LF","P01","0136-7",128.19
"LF.P01.0137-6","LF","P01","0137-6",60.67
"LF.P01.0138-5","LF","P01","0138-5",52.34
"LF.P01.0139-4","LF","P01","0139-4",54.34
"LF.P01.0140-3","LF","P01","0140-3",47.60
"LF.P01.0141-2","LF","P01","0141-2",118.89
"LF.P01.0142-1","LF","P01","0142-1",129.29
"LF.P01.0143-0","LF","P01","0143-0",41.94
"LF.P01.0144-8","LF","P01","0144-8",118.52
"LF.P01.0145-7","LF","P01","0145-7",114.42
"LF.P01.0146-6","LF","P01","0146-6",69.08
"LF.P01.0147-5","LF","P01","0147-5",113.34
"LF.P01.0148-4","LF","P01","0148-4",76.68
"LF.P01.0149-3","LF","P01","0149-3",100.02
"LF.P01.0150-2","LF","P01","0150-2",35.91
"LF.P01.0151-1","LF","P01","0151-1",72.80
"LF.P01.0152-0","LF","P01","0152-0",87.03
"LF.P01.0153-8","LF","P01","0153-8",104.58
"LF.P01.0154-7","LF","P01","0154-7",125.09
"LF.P01.0155-6","LF","P01","0155-6",53.44
"LF.P01.0156-5","LF","P01","0156-5",56.18
"LF.P01.0157-4","LF","P01","0157-4",81.46
"LF.P01.0158-3","LF","P01","0158-3",53.98
"LF.P01.0159-2","LF","P01","0159-2",59.73
"LF.P01.0160-1","LF","P01","0160-1",46.89
"LF.P01.0161-0","LF","P01","0161-0",84.74
"LF.P01.0162-8","LF","P01","0162-8",125.77
"LF.P01.0163-7","LF","P01","0163-7",75.91
"LF.P01.0164-6","LF","P01","0164-6",127.11
"LF.P01.0165-5","LF","P01","0165-5",38.81
"LF.P01.0166-4","LF","P01","0166-4",79.18
"LF.P01.0167-3","LF","P01","0167-3",127.26
"LF.P01.0168-2","LF","P01","0168-2",65.50
"LF.P01.0169-1","LF","P01","0169-1",40.84
"LF.P01.0170-0","LF","P01","0170-0",114.84
"LF.P01.0171-8","LF","P01","0171-8",124.32
"LF.P01.0172-7","LF","P01","0172-7",129.28
"LF.P01.0173-6","LF","P01","0173-6",98.13
"LF.P01.0174-5","LF","P01","0174-5",78.46
"LF.P01.0175-4","LF","P01","0175-4",126.84
"LF.P01.0176-3","LF","P01","0176-3",38.28
"LF.P01.0177-2","LF","P01","0177-2",44.07
"LF.P01.0178-1","LF","P01","0178-1",36.91
"LF.P01.0179-0","LF","P01","0179-0",119.92
"LF.P01.0180-8","LF","P01","0180-8",50.23
"LF.P01.0181-7","LF","P01","0181-7",70.47
"LF.P01.0182-6","LF","P01","0182-6",110.80
"LF.P01.0183-5","LF","P01","0183-5",124.26
"LF.P01.0184-4","LF","P01","0184-4",104.75
"LF.P01.0185-3","LF","P01","0185-3",103.05
"LF.P01.0186-2","LF","P01","0186-2",49.23
"LF.P01.0187-1","LF","P01","0187-1",65.42
"LF.P01.0188-0","LF","P01","0188-0",68.73
"LF.P01.0189-8","LF","P01","0189-8",77.72
"LF.P01.0190-7","LF","P01","0190-7",98.53
"LF.P01.0191-6","LF","P01","0191-6",124.61
"LF.P01.0192-5","LF","P01","0192-5",62.06
"LF.P01.0193-4","LF","P01","0193-4",122.85
"LF.P01.0194-3","LF","P01","0194-3",114.04
"LF.P01.0195-2","LF","P01","0195-2",83.59
"LF.P01.0196-1","LF","P01","0196-1",74.39
"LF.P01.0197-0","LF","P01","0197-0",119.22
"LF.P02.0001-7","LF","P02","0001-7",124.94
"LF.P02.0002-6","LF","P02","0002-6",129.02
"LF.P02.0003-5","LF","P02","0003-5",44.46
"LF.P02.0004-4","LF","P02","0004-4",114.67
"LF.P02.0005-3","LF","P02","0005-3",68.74
"LF.P02.0006-2","LF","P02","0006-2",46.38
"LF.P02.0007-1","LF","P02","0007-1",99.77
"LF.P02.0008-0","LF","P02","0008-0",47.23
"LF.P02.0009-8","LF","P02","0009-8",47.92
"LF.P02.0010-7","LF","P02","0010-7",42.91
"LF.P02.0011-6","LF","P02","0011-6",42.29
"LF.P02.0012-5","LF","P02","0012-5",74.44
"LF.P02.0013-4","LF","P02","0013-4",63.08
"LF.P02.0014-3","LF","P02","0014-3",120.82
"LF.P02.0015-2","LF","P02","0015-2",87.32
"LF.P02.0016-1","LF","P02","0016-1",52.41
"LF.P02.0017-0","LF","P02","0017-0",117.47
"LF.P02.0018-8","LF","P02","0018-8",109.22
"LF.P02.0019-7","LF","P02","0019-7",49.43
"LF.P02.0020-6","LF","P02","0020-6",69.11
"LF.P02.0021-5","LF","P02","0021-5",71.46
"LF.P02.0022-4","LF","P02","0022-4",56.97
"LF.P02.0023-3","LF","P02","0023-3",69.47
"LF.P02.0024-2","LF","P02","0024-2",93.00
"LF.P02.0025-1","LF","P02","0025-1",66.16
"LF.P02.0026-0","LF","P02","0026-0",110.09
"LF.P02.0027-8","LF","P02","0027-8",82.80
"LF.P02.0028-7","LF","P02","0028-7",121.90
"LF.P02.0029-6","LF","P02","0029-6",44.86
"LF.P02.0030-5","LF","P02","0030-5",64.11
"LF.P02.0031-4","LF","P02","0031-4",78.69
"LF.P02.0032-3","LF","P02","0032-3",72.25
"LF.P02.0033-2","LF","P02","0033-2",70.48
"LF.P02.0034-1","LF","P02","0034-1",86.45
"LF.P02.0035-0","LF","P02","0035-0",82.41
"LF.P02.0036-8","LF","P02","0036-8",94.71
"LF.P02.0037-7","LF","P02","0037-7",119.59
"LF.P02.0038-6","LF","P02","0038-6",105.90
"LF.P02.0039-5","LF","P02","0039-5",105.76
"LF.P02.0040-4","LF","P02","0040-4",35.94
"LF.P02.0041-3","LF","P02","0041-3",63.75
"LF.P02.0042-2","LF","P02","0042-2",37.01
"LF.P02.0043-1","LF","P02","0043-1",59.01
"LF.P02.0044-0","LF","P02","0044-0",91.24
"LF.P02.0045-8","LF","P02","0045-8",97.30
"LF.P02.0046-7","LF","P02","0046-7",62.90
"LF.P02.0047-6","LF","P02","0047-6",121.66
"LF.P02.0048-5","LF","P02","0048-5",109.42
"LF.P02.0049-4","LF","P02","0049-4",87.08
"LF.P02.0050-3","LF","P02","0050-3",91.49
"LF.P02.0051-2","LF","P02","0051-2",91.81
"LF.P02.0052-1","LF","P02","0052-1",105.35
"LF.P02.0053-0","LF","P02","0053-0",80.14
"LF.P02.0054-8","LF","P02","0054-8",119.45
"LF.P02.0055-7","LF","P02","0055-7",42.31
"LF.P02.0056-6","LF","P02","0056-6",108.09
"LF.P02.0057-5","LF","P02","0057-5",109.41
"LF.P02.0058-4","LF","P02","0058-4",124.50
"LF.P02.0059-3","LF","P02","0059-3",103.27
"LF.P02.0060-2","LF","P02","0060-2",111.91
"LF.P02.0061-1","LF","P02","0061-1",95.55
"LF.P02.0062-0","LF","P02","0062-0",91.65
"LF.P02.0063-8","LF","P02","0063-8",124.68
"LF.P02.0064-7","LF","P02","0064-7",73.88
"LF.P02.0065-6","LF","P02","0065-6",69.47
"LF.P02.0066-5","LF","P02","0066-5",44.89
"LF.P02.0067-4","LF","P02","0067-4",35.07
"LF.P02.0068-3","LF","P02","0068-3",38.25
"LF.P02.0069-2","LF","P02","0069-2",90.65
"LF.P02.0070-1","LF","P02","0070-1",37.84
"LF.P02.0071-0","LF","P02","0071-0",69.95
"LF.P02.0072-8","LF","P02","0072-8",71.35
"LF.P02.0073-7","LF","P02","0073-7",42.10
"LF.P02.0074-6","LF","P02","0074-6",38.35
"LF.P02.0075-5","LF","P02","0075-5",92.57
"LF.P02.0076-4","LF","P02","0076-4",64.24
"LF.P02.0077-3","LF","P02","0077-3",126.04
"LF.P02.0078-2","LF","P02","0078-2",70.93
"LF.P02.0079-1","LF","P02","0079-1",103.90
"LF.P02.0080-0","LF","P02","0080-0",94.32
"LF.P02.0081-8","LF","P02","0081-8",72.56
"LF.P02.0082-7","LF","P02","0082-7",81.63
"LF.P02.0083-6","LF","P02","0083-6",92.00
"LF.P02.0084-5","LF","P02","0084-5",60.99
"LF.P02.0085-4","LF","P02","0085-4",51.43
"LF.P02.0086-3","LF","P02","0086-3",47.78
