"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"021313","V1170",12/30/2017,"3081","2608453","2"
"021314","V1230",12/30/2017,"4980","1507466","3"
"021315","V1300",12/30/2017,"5835","2101970","3"
"021316","V1130",12/30/2017,"9969","3516002","3"
"021317","V1020",12/30/2017,"9232","4205506","4"
"021318","V1100",12/30/2017,"2341","4214102","3"
"021319","V1120",12/30/2017,"1424","3203007","3"
"021320","V1220",12/30/2017,"1229","4315156","3"
"021321","V1180",12/30/2017,"9969","4212056","1"
"021322","V1160",12/30/2017,"8961","4301404","1"
"021323","V1020",12/30/2017,"5956","1503705","1"
"021324","V1040",12/30/2017,"3794","1200450","4"
"021325","V1010",12/30/2017,"2046","1302108","2"
"021326","V1250",12/30/2017,"4642","2918555","3"
"021327","V1300",12/30/2017,"1229","2501005","2"
"021328","V1240",12/30/2017,"5956","2706505","2"
"021329","V1110",12/30/2017,"9232","5215405","1"
"021330","V1080",12/30/2017,"9232","5006358","2"
"021331","V1240",12/30/2017,"8573","3302205","2"
"021332","V1120",12/30/2017,"9559","5107776","3"
"021333","V1020",12/30/2017,"3081","4320321","2"
"021334","V1200",12/31/2017,"8465","2303659","4"
"021335","V1240",12/31/2017,"5956","3501608","2"
"021336","V1100",12/31/2017,"3794","2505808","1"
"021337","V1220",12/31/2017,"6938","2511509","4"
"021338","V1030",12/31/2017,"8803","5215256","1"
"021339","V1190",12/31/2017,"3081","3524204","4"
"021340","V1170",12/31/2017,"6162","4126652","1"
"021341","V1110",12/31/2017,"2341","3166956","1"
"021342","V1240",12/31/2017,"1424","3159209","2"
"021343","V1120",12/31/2017,"4980","2924900","2"
"021344","V1280",12/31/2017,"1424","4206108","1"
"021345","V1240",12/31/2017,"4642","2907400","1"
"021346","V1030",12/31/2017,"9969","5206701","4"
"021347","V1050",12/31/2017,"5956","3529807","1"
"021348","V1260",12/31/2017,"9969","2203255","4"
"021349","V1290",12/31/2017,"1682","2301505","2"
"021350","V1190",12/31/2017,"6162","4200754","3"
"021351","V1080",12/31/2017,"8465","3140159","1"
"021352","V1120",12/31/2017,"6162","1507706","3"
"021353","V1150",12/31/2017,"5323","3516507","2"
"021354","V1190",12/31/2017,"3794","3507605","4"
"021355","V1130",12/31/2017,"3589","2924306","4"
"021356","V1230",12/31/2017,"9225","1500107","3"
"021357","V1090",12/31/2017,"2046","4104659","4"
"021358","V1220",12/31/2017,"9225","3544905","1"
"021359","V1030",12/31/2017,"4654","4125308","3"
"021360","V1160",12/31/2017,"6938","3101003","2"
"021361","V1160",12/31/2017,"3794","3541000","4"
"021362","V1240",12/31/2017,"9969","2111409","4"
"021363","V1140",12/31/2017,"5604","4304630","2"
"021364","V1040",12/31/2017,"5956","5005608","2"
"021365","V1170",12/31/2017,"2046","3501806","2"
"021366","V1110",12/31/2017,"1682","2702603","1"
"021367","V1220",12/31/2017,"1229","3506102","2"
"021368","V1070",12/31/2017,"5835","4310413","2"
"021369","V1250",12/31/2017,"6162","5205455","2"
"021370","V1100",12/31/2017,"5323","1504976","3"
"021371","V1020",12/31/2017,"3081","1709005","3"
"021372","V1220",12/31/2017,"2046","2607109","4"
"021373","V1290",12/31/2017,"2341","2513158","3"
"021374","V1180",12/31/2017,"8961","3138609","2"
"021375","V1270",12/31/2017,"1424","4109658","4"
"021376","V1300",12/31/2017,"3081","3112406","1"
"021377","V1260",12/31/2017,"9969","4125308","1"
"021378","V1270",12/31/2017,"3081","4110300","2"
"021379","V1130",12/31/2017,"8803","4307302","3"
"021380","V1220",12/31/2017,"9232","3530607","3"
"021381","V1010",12/31/2017,"6938","3531001","1"
"021382","V1220",12/31/2017,"9232","2208601","3"
"021383","V1070",12/31/2017,"6719","3201407","1"
"021384","V1060",12/31/2017,"9232","1200054","4"
"021385","V1070",12/31/2017,"4964","4312054","1"
"021386","V1050",12/31/2017,"6719","4315800","1"
"021387","V1290",01/01/2018,"4654","5100607","4"
"021388","V1200",01/01/2018,"6719","2407401","3"
"021389","V1120",01/01/2018,"9225","3150307","2"
"021390","V1230",01/01/2018,"2341","2308377","1"
"021391","V1180",01/01/2018,"9969","3500501","1"
"021392","V1140",01/01/2018,"9969","1200500","2"
"021393","V1170",01/01/2018,"5956","2112274","1"
"021394","V1160",01/01/2018,"1682","4313425","3"
"021395","V1260",01/01/2018,"4980","5103254","2"
"021396","V1230",01/01/2018,"8465","3129202","3"
"021397","V1160",01/01/2018,"5835","2103703","4"
"021398","V1040",01/01/2018,"9225","4208005","1"
"021399","V1210",01/01/2018,"5604","2507507","2"
"021400","V1020",01/01/2018,"9559","2700102","3"
"021401","V1260",01/01/2018,"5956","2902401","4"
"021402","V1280",01/01/2018,"8465","1702000","4"
"021403","V1120",01/01/2018,"4040","3140209","3"
"021404","V1170",01/01/2018,"5956","5216452","3"
"021405","V1210",01/01/2018,"6162","5006200","3"
"021406","V1070",01/01/2018,"8961","5220108","3"
"021407","V1150",01/01/2018,"6719","1101500","2"
"021408","V1050",01/01/2018,"8961","5004106","2"
"021409","V1290",01/01/2018,"2341","4302659","3"
"021410","V1100",01/01/2018,"6809","3113107","4"
"021411","V1200",01/01/2018,"1424","4306700","3"
"021412","V1300",01/01/2018,"6162","2922250","3"
"021413","V1020",01/01/2018,"8961","3147709","2"
"021414","V1250",01/01/2018,"6162","1505205","1"
"021415","V1260",01/01/2018,"8573","4311908","1"
"021416","V1110",01/01/2018,"2046","2704807","1"
"021417","V1020",01/01/2018,"3794","2306900","3"
"021418","V1080",01/01/2018,"5604","3129806","2"
"021419","V1270",01/01/2018,"2046","3121704","1"
"021420","V1130",01/01/2018,"6809","4212056","2"
"021421","V1150",01/01/2018,"6162","2925006","2"
"021422","V1060",01/01/2018,"9225","1300086","4"
"021423","V1140",01/01/2018,"2046","1720200","3"
"021424","V1270",01/01/2018,"4964","5103437","4"
"021425","V1280",01/01/2018,"4964","2201176","1"
"021426","V1270",01/01/2018,"5835","2300507","2"
"021427","V1100",01/01/2018,"5835","2205409","1"
"021428","V1050",01/01/2018,"3794","3171501","1"
"021429","V1280",01/01/2018,"5323","3506003","3"
"021430","V1180",01/01/2018,"6938","4204103","2"
"021431","V1300",01/01/2018,"5604","5210307","4"
"021432","V1120",01/01/2018,"3081","5201108","1"
"021433","V1270",01/01/2018,"1424","3535507","1"
"021434","V1220",01/01/2018,"3794","3541604","2"
"021435","V1140",01/01/2018,"3794","5007307","1"
"021436","V1200",01/01/2018,"8465","2801009","3"
"021437","V1170",01/01/2018,"9969","1505494","2"
"021438","V1300",01/01/2018,"6719","2504074","2"
"021439","V1220",01/01/2018,"9969","4200200","2"
"021440","V1130",01/01/2018,"4980","4213104","1"
"021441","V1250",01/01/2018,"1424","4316907","1"
"021442","V1190",01/01/2018,"9232","1400233","4"
"021443","V1230",01/01/2018,"2341","5108204","4"
"021444","V1160",01/01/2018,"9225","1703883","1"
"021445","V1120",01/01/2018,"4654","3201407","2"
"021446","V1220",01/01/2018,"4980","4303707","2"
"021447","V1260",01/01/2018,"1229","4306205","3"
"021448","V1240",01/01/2018,"8573","3134400","4"
"021449","V1060",01/01/2018,"3794","4208609","1"
"021450","V1220",01/01/2018,"6938","1500131","2"
"021451","V1020",01/02/2018,"8961","3143203","1"
"021452","V1130",01/02/2018,"6809","4125902","2"
"021453","V1270",01/02/2018,"5604","4301750","4"
"021454","V1160",01/02/2018,"4642","1711100","4"
"021455","V1210",01/02/2018,"8573","4311502","4"
"021456","V1290",01/02/2018,"6719","3529203","4"
"021457","V1080",01/02/2018,"4642","4310751","4"
"021458","V1150",01/02/2018,"2046","4126900","2"
"021459","V1270",01/02/2018,"6809","2100709","4"
"021460","V1260",01/02/2018,"4980","4311007","2"
"021461","V1230",01/02/2018,"5604","3125200","4"
"021462","V1110",01/02/2018,"4964","4109609","3"
"021463","V1030",01/02/2018,"3589","4321477","2"
"021464","V1190",01/02/2018,"1682","4121307","3"
"021465","V1050",01/02/2018,"8803","4108650","1"
"021466","V1170",01/02/2018,"4040","1504000","3"
"021467","V1020",01/02/2018,"6809","3526605","1"
"021468","V1180",01/02/2018,"9559","2503753","4"
"021469","V1070",01/02/2018,"8961","3112307","1"
"021470","V1040",01/02/2018,"8803","2922508","1"
"021471","V1220",01/02/2018,"6938","1715002","1"
"021472","V1220",01/02/2018,"4040","4109757","4"
"021473","V1230",01/02/2018,"9232","2110856","1"
"021474","V1080",01/02/2018,"5835","3532603","4"
"021475","V1070",01/02/2018,"2341","2703106","4"
"021476","V1080",01/02/2018,"9559","3126208","1"
"021477","V1270",01/02/2018,"8573","1705102","4"
"021478","V1260",01/02/2018,"6809","4321402","4"
"021479","V1150",01/02/2018,"8961","5106257","4"
"021480","V1260",01/02/2018,"9232","4219002","2"
"021481","V1100",01/02/2018,"1424","4308656","3"
"021482","V1300",01/02/2018,"9225","2930303","3"
"021483","V1130",01/02/2018,"8961","2925907","1"
"021484","V1020",01/02/2018,"8573","3125408","3"
"021485","V1250",01/02/2018,"6938","5218300","4"
"021486","V1090",01/02/2018,"2046","3151602","1"
"021487","V1090",01/02/2018,"8803","4315750","2"
"021488","V1140",01/02/2018,"1424","4104907","2"
"021489","V1030",01/02/2018,"4642","3534609","4"
"021490","V1230",01/02/2018,"8961","2206050","1"
"021491","V1170",01/02/2018,"4642","5007406","3"
"021492","V1130",01/02/2018,"5835","1101484","4"
"021493","V1140",01/02/2018,"9969","2510659","4"
"021494","V1180",01/02/2018,"6719","3134202","1"
"021495","V1150",01/02/2018,"5323","2300903","2"
"021496","V1150",01/02/2018,"9225","3518800","1"
"021497","V1290",01/02/2018,"8961","4107850","4"
"021498","V1170",01/02/2018,"1229","3148103","4"
"021499","V1280",01/02/2018,"4980","4216909","3"
"021500","V1090",01/02/2018,"2046","4309100","1"
"021501","V1130",01/02/2018,"6809","5101605","2"
"021502","V1110",01/02/2018,"3081","2901106","4"
"021503","V1010",01/02/2018,"9225","3152170","4"
"021504","V1080",01/02/2018,"1682","2610509","2"
"021505","V1040",01/03/2018,"6162","2201929","2"
"021506","V1120",01/03/2018,"9969","3515194","2"
"021507","V1300",01/03/2018,"9225","3517604","1"
"021508","V1230",01/03/2018,"8573","4217600","1"
"021509","V1290",01/03/2018,"1229","3535903","1"
"021510","V1270",01/03/2018,"4980","2406155","2"
"021511","V1120",01/03/2018,"3081","3204955","2"
"021512","V1080",01/03/2018,"1229","2503506","4"
"021513","V1010",01/03/2018,"6809","4211108","3"
"021514","V1090",01/03/2018,"2046","4308003","4"
"021515","V1060",01/03/2018,"2046","2801900","2"
"021516","V1100",01/03/2018,"8803","5101308","2"
"021517","V1160",01/03/2018,"1682","2105963","4"
"021518","V1250",01/03/2018,"4964","4321956","2"
"021519","V1200",01/03/2018,"4040","3155108","3"
"021520","V1160",01/03/2018,"5323","3514601","2"
"021521","V1230",01/03/2018,"2341","5200308","2"
"021522","V1260",01/03/2018,"6809","5218300","2"
"021523","V1010",01/03/2018,"6938","4106308","1"
"021524","V1240",01/03/2018,"3794","1505601","1"
"021525","V1050",01/03/2018,"5323","2920452","2"
"021526","V1240",01/03/2018,"2046","4313706","2"
"021527","V1290",01/03/2018,"2341","5219456","1"
"021528","V1220",01/03/2018,"3081","2210508","2"
"021529","V1300",01/03/2018,"9232","3556305","1"
"021530","V1070",01/03/2018,"6809","3155801","3"
"021531","V1190",01/03/2018,"2341","3503406","3"
"021532","V1260",01/03/2018,"3589","3521002","2"
"021533","V1190",01/03/2018,"9969","3128907","2"
"021534","V1020",01/03/2018,"8803","2800209","1"
"021535","V1190",01/03/2018,"6938","5106455","4"
"021536","V1180",01/03/2018,"6809","4215554","1"
"021537","V1030",01/03/2018,"8573","2908101","2"
"021538","V1130",01/03/2018,"4040","4204004","2"
"021539","V1260",01/03/2018,"4980","2200459","1"
"021540","V1050",01/03/2018,"3794","2915908","3"
"021541","V1200",01/03/2018,"9232","3108552","4"
"021542","V1230",01/03/2018,"5323","1507508","1"
"021543","V1070",01/03/2018,"6938","2606606","1"
"021544","V1070",01/03/2018,"3081","4309803","1"
"021545","V1120",01/03/2018,"1424","4121901","3"
"021546","V1280",01/03/2018,"8803","3118205","1"
"021547","V1160",01/03/2018,"4642","2930006","1"
"021548","V1220",01/03/2018,"5604","2903102","3"
"021549","V1070",01/03/2018,"5604","5205455","2"
"021550","V1150",01/03/2018,"6719","2513406","1"
"021551","V1190",01/03/2018,"5604","2205805","2"
"021552","V1150",01/03/2018,"2046","3134004","1"
"021553","V1180",01/03/2018,"4642","1600808","2"
"021554","V1230",01/03/2018,"8803","2406205","2"
"021555","V1020",01/03/2018,"2046","1716109","1"
"021556","V1230",01/03/2018,"3081","2906105","3"
"021557","V1050",01/03/2018,"5835","2513901","4"
"021558","V1200",01/03/2018,"1424","2609501","4"
"021559","V1060",01/03/2018,"9232","5003801","4"
"021560","V1170",01/03/2018,"6162","4211108","4"
"021561","V1230",01/03/2018,"5956","3545803","4"
"021562","V1300",01/03/2018,"4040","3545001","4"
"021563","V1050",01/03/2018,"4040","5221452","3"
"021564","V1260",01/04/2018,"6809","3142601","3"
"021565","V1220",01/04/2018,"5604","2100055","1"
"021566","V1200",01/04/2018,"9232","2806602","2"
"021567","V1160",01/04/2018,"2046","4107546","4"
"021568","V1100",01/04/2018,"6938","1503408","3"
"021569","V1160",01/04/2018,"8573","4126207","1"
"021570","V1110",01/04/2018,"4964","5106422","3"
"021571","V1030",01/04/2018,"9559","2307007","4"
"021572","V1280",01/04/2018,"1682","4218004","4"
"021573","V1140",01/04/2018,"2341","1707553","4"
"021574","V1290",01/04/2018,"5323","3161700","4"
"021575","V1150",01/04/2018,"3081","4205191","4"
"021576","V1120",01/04/2018,"1424","4313037","4"
"021577","V1220",01/04/2018,"9232","4105805","3"
"021578","V1090",01/04/2018,"4040","3123809","2"
"021579","V1250",01/04/2018,"8465","1200138","4"
"021580","V1280",01/04/2018,"3081","5205455","4"
"021581","V1070",01/04/2018,"4980","1718006","4"
"021582","V1240",01/04/2018,"1682","2509404","2"
"021583","V1180",01/04/2018,"5956","3154200","3"
"021584","V1010",01/04/2018,"4964","4113700","1"
"021585","V1240",01/04/2018,"4642","3162708","3"
"021586","V1150",01/04/2018,"3081","3542107","2"
"021587","V1080",01/04/2018,"8465","2917359","2"
"021588","V1200",01/04/2018,"4654","3542008","2"
"021589","V1100",01/04/2018,"9969","3507506","4"
"021590","V1060",01/04/2018,"4980","4322558","4"
"021591","V1100",01/04/2018,"3794","1100148","2"
"021592","V1190",01/04/2018,"9559","2929909","3"
"021593","V1240",01/04/2018,"5835","4304663","3"
"021594","V1130",01/04/2018,"1682","2511301","2"
"021595","V1130",01/04/2018,"4964","2312601","3"
"021596","V1290",01/04/2018,"5835","4219705","4"
"021597","V1230",01/04/2018,"6162","2609105","3"
"021598","V1190",01/04/2018,"4980","3143708","1"
"021599","V1170",01/04/2018,"4040","3150000","3"
"021600","V1120",01/04/2018,"6809","2111706","2"
"021601","V1160",01/04/2018,"3589","3508207","4"
"021602","V1170",01/04/2018,"5835","5106109","1"
"021603","V1170",01/04/2018,"1424","2927606","2"
"021604","V1080",01/04/2018,"5956","4318424","1"
"021605","V1300",01/04/2018,"6809","2304285","3"
"021606","V1030",01/04/2018,"2341","2107308","3"
"021607","V1200",01/04/2018,"9225","3536307","4"
"021608","V1050",01/04/2018,"1424","2513158","3"
"021609","V1290",01/04/2018,"1682","2203453","3"
"021610","V1230",01/04/2018,"9969","4320206","4"
"021611","V1010",01/04/2018,"9969","3542305","2"
"021612","V1100",01/04/2018,"3794","2510402","2"
"021613","V1220",01/04/2018,"2046","1508407","1"
"021614","V1130",01/04/2018,"9225","1712801","1"
"021615","V1100",01/04/2018,"9559","3530508","2"
"021616","V1130",01/04/2018,"4980","2602902","1"
"021617","V1040",01/05/2018,"8573","3551108","3"
"021618","V1190",01/05/2018,"9969","3303203","4"
"021619","V1070",01/05/2018,"6938","3305703","1"
"021620","V1130",01/05/2018,"4040","3553807","4"
"021621","V1100",01/05/2018,"5956","3542701","2"
"021622","V1030",01/05/2018,"1424","2506509","1"
"021623","V1080",01/05/2018,"8803","5201207","4"
"021624","V1210",01/05/2018,"8803","2903276","1"
"021625","V1190",01/05/2018,"1682","3523909","1"
"021626","V1100",01/05/2018,"4040","4314753","1"
"021627","V1070",01/05/2018,"8573","3521507","3"
"021628","V1190",01/05/2018,"8573","4319125","1"
"021629","V1150",01/05/2018,"4040","2410256","1"
"021630","V1240",01/05/2018,"9559","2704302","3"
"021631","V1090",01/05/2018,"9969","5220686","1"
"021632","V1170",01/05/2018,"5835","2612406","4"
"021633","V1230",01/05/2018,"2046","2300705","2"
"021634","V1100",01/05/2018,"2341","5107107","2"
"021635","V1270",01/05/2018,"6719","2309805","2"
"021636","V1090",01/05/2018,"9225","2110708","1"
"021637","V1270",01/05/2018,"4642","2512036","1"
"021638","V1070",01/05/2018,"8961","3507001","1"
"021639","V1210",01/05/2018,"3794","4217956","1"
"021640","V1030",01/05/2018,"5323","1101708","1"
"021641","V1090",01/05/2018,"4964","4202404","1"
"021642","V1040",01/05/2018,"6938","3536109","3"
"021643","V1230",01/05/2018,"9559","1703867","4"
"021644","V1150",01/05/2018,"4642","2306306","1"
"021645","V1130",01/05/2018,"4040","3546900","3"
"021646","V1070",01/05/2018,"3589","2208502","4"
"021647","V1280",01/05/2018,"4642","2916906","3"
"021648","V1140",01/05/2018,"5835","5200555","3"
"021649","V1280",01/05/2018,"8803","1507961","1"
"021650","V1130",01/05/2018,"2341","3511409","3"
"021651","V1160",01/05/2018,"8573","2514552","3"
"021652","V1050",01/05/2018,"4964","5200209","3"
"021653","V1270",01/05/2018,"1682","2106706","4"
"021654","V1160",01/05/2018,"1424","3505807","4"
"021655","V1280",01/05/2018,"4642","3130705","3"
"021656","V1210",01/05/2018,"3794","3125002","3"
"021657","V1300",01/05/2018,"5956","2201606","3"
"021658","V1200",01/05/2018,"9232","4110706","1"
"021659","V1190",01/05/2018,"4040","4305871","3"
"021660","V1270",01/05/2018,"9225","3111606","3"
"021661","V1040",01/05/2018,"6719","1500800","2"
"021662","V1140",01/05/2018,"3589","2111409","4"
"021663","V1060",01/05/2018,"9232","3534708","4"
"021664","V1130",01/05/2018,"4642","3168002","4"
"021665","V1170",01/05/2018,"3081","5214051","2"
"021666","V1010",01/05/2018,"5835","5214804","3"
"021667","V1060",01/05/2018,"1682","5208806","2"
"021668","V1070",01/05/2018,"9969","4109807","2"
"021669","V1250",01/05/2018,"6162","3102001","2"
"021670","V1130",01/05/2018,"6809","3154408","4"
"021671","V1210",01/05/2018,"2341","2614857","2"
"021672","V1170",01/05/2018,"5956","4300646","3"
"021673","V1170",01/05/2018,"6809","2517100","4"
"021674","V1230",01/05/2018,"8961","3130655","2"
"021675","V1170",01/05/2018,"2341","4204202","3"
"021676","V1020",01/05/2018,"6809","3122454","2"
"021677","V1180",01/05/2018,"5835","4127882","3"
"021678","V1200",01/05/2018,"1682","2603009","1"
"021679","V1020",01/05/2018,"4964","2926905","1"
"021680","V1240",01/05/2018,"3589","4203253","3"
"021681","V1010",01/05/2018,"4040","2610608","1"
"021682","V1010",01/05/2018,"4040","2907103","1"
"021683","V1220",01/05/2018,"9232","3530607","2"
"021684","V1260",01/05/2018,"8961","2101251","1"
"021685","V1200",01/06/2018,"5604","2920007","2"
"021686","V1300",01/06/2018,"6719","2208502","3"
"021687","V1150",01/06/2018,"8465","3167509","3"
"021688","V1120",01/06/2018,"6162","3519071","2"
"021689","V1210",01/06/2018,"4040","3519055","3"
"021690","V1050",01/06/2018,"8465","3158805","4"
"021691","V1110",01/06/2018,"8573","4320008","3"
"021692","V1010",01/06/2018,"1229","2407203","2"
"021693","V1240",01/06/2018,"3081","2200202","3"
"021694","V1040",01/06/2018,"1424","1507003","1"
"021695","V1090",01/06/2018,"9225","4109005","2"
